"Event Category","Event Action","Event Label","Event Value","Custom Event Properties","Country","Client IP Country","User ID"
"stage (App)","try","3004",,"{""last_level"":0}","kr","South Korea","BFNFM5"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","fail","3013",,"{""last_level"":9}","kr","South Korea","ZJNDHW"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2004}","kr","South Korea","ZM4NH5"
"stage (App)","fail","2009",,"{""last_level"":11}","kr","South Korea","829K22"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""REVIVAL_COIN"",""stage_id"":2004}","kr","South Korea","ZM4NH5"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","829K22"
"stage (App)","clear","3005",,"{""last_level"":21}","kr","South Korea","LMYYLL"
"stage (App)","try","3004",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","QLSN9D"
"stage (App)","try","2005",,"{""last_level"":0}","jp","Japan","8Z76YK"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3005}","kr","South Korea","LMYYLL"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2004}","kr","South Korea","ZM4NH5"
"stage (App)","fail","3004",,"{""last_level"":11}","kr","South Korea","HEF9DG"
"stage (App)","fail","2007",,"{""last_level"":18}","jp","Japan","37CYGQ"
"stage (App)","clear","3003",,"{""last_level"":21}","kr","South Korea","RQ4CWU"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3004}","kr","South Korea","HEF9DG"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","ZJNDHW"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2007}","jp","Japan","37CYGQ"
"stage (App)","fail","3013",,"{""last_level"":9}","kr","South Korea","ZJNDHW"
"stage (App)","clear","2009",,"{""last_level"":21}","kr","South Korea","UTV96C"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","UTV96C"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2007}","jp","Japan","37CYGQ"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2007}","jp","Japan","37CYGQ"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","UTV96C"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","ZJNDHW"
"stage (App)","fail","2009",,"{""last_level"":7}","kr","South Korea","G3BJBG"
"stage (App)","fail","2009",,"{""last_level"":10}","kr","South Korea","829K22"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","ZM4NH5"
"stage (App)","try","3003",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","try","3004",,"{""last_level"":0}","kr","South Korea","HEF9DG"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","829K22"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","UTV96C"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","G3BJBG"
"stage (App)","fail","2007",,"{""last_level"":11}","kr","South Korea","HEF9DG"
"stage (App)","clear","3003",,"{""last_level"":21}","kr","South Korea","BFNFM5"
"stage (App)","clear","3002",,"{""last_level"":21}","kr","South Korea","RQ4CWU"
"stage (App)","clear","3002",,"{""last_level"":21}","kr","South Korea","ZM4NH5"
"stage (App)","clear","2008",,"{""last_level"":21}","kr","South Korea","G3BJBG"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""REVIVAL_COIN"",""stage_id"":2007}","kr","South Korea","HEF9DG"
"stage (App)","try","3005",,"{""last_level"":0}","kr","South Korea","LMYYLL"
"stage (App)","try","2007",,"{""last_level"":0}","jp","Japan","37CYGQ"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2007}","kr","South Korea","HEF9DG"
"stage (App)","fail","2007",,"{""last_level"":8}","jp","Japan","37CYGQ"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","WPGBWZ"
"stage (App)","fail","3013",,"{""last_level"":13}","kr","South Korea","ZJNDHW"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","fail","2009",,"{""last_level"":10}","kr","South Korea","829K22"
"stage (App)","try","3002",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","try","2007",,"{""last_level"":0}","jp","Japan","37CYGQ"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","829K22"
"stage (App)","clear","3001",,"{""last_level"":21}","kr","South Korea","RQ4CWU"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","ZJNDHW"
"stage (App)","clear","3005",,"{""last_level"":21}","kr","South Korea","UTV96C"
"stage (App)","try","3002",,"{""last_level"":0}","kr","South Korea","ZM4NH5"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","HEF9DG"
"stage (App)","try","3003",,"{""last_level"":0}","kr","South Korea","BFNFM5"
"stage (App)","try","2008",,"{""last_level"":0}","kr","South Korea","G3BJBG"
"stage (App)","fail","2004",,"{""last_level"":11}","kr","South Korea","ZM4NH5"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3005}","kr","South Korea","UTV96C"
"stage (App)","clear","2007",,"{""last_level"":21}","kr","South Korea","G3BJBG"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","fail","2015",,"{""last_level"":4}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2015}","kr","South Korea","YUYD6L"
"stage (App)","try","2015",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","3001",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","clear","2006",,"{""last_level"":21}","kr","South Korea","VOXNYE"
"stage (App)","fail","2009",,"{""last_level"":11}","kr","South Korea","RQ4CWU"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","ZJNDHW"
"stage (App)","clear","3013",,"{""last_level"":21}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","fail","2009",,"{""last_level"":7}","kr","South Korea","829K22"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2004}","kr","South Korea","ZM4NH5"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","829K22"
"stage (App)","try","3001",,"{""last_level"":0}","kr","South Korea","ETKUM4"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","fail","2004",,"{""last_level"":6}","kr","South Korea","ETKUM4"
"stage (App)","try","3005",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage (App)","fail","3009",,"{""last_level"":10}","jp","Japan","G9NPZ8"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","G3BJBG"
"stage (App)","fail","2009",,"{""last_level"":13}","kr","South Korea","UTV96C"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","ETKUM4"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""REVIVAL_COIN"",""stage_id"":2009}","kr","South Korea","UTV96C"
"stage (App)","clear","2006",,"{""last_level"":21}","kr","South Korea","LATT6Y"
"stage (App)","fail","2004",,"{""last_level"":9}","kr","South Korea","ETKUM4"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","UTV96C"
"stage (App)","try","2002",,"{""last_level"":0}","kr","South Korea","D66KCQ"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","RQ4CWU"
"stage (App)","try","3009",,"{""last_level"":0}","jp","Japan","G9NPZ8"
"stage (App)","fail","2002",,"{""last_level"":7}","kr","South Korea","D66KCQ"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","fail","3013",,"{""last_level"":10}","kr","South Korea","YUYD6L"
"stage (App)","try","2006",,"{""last_level"":0}","kr","South Korea","VOXNYE"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","fail","2009",,"{""last_level"":10}","kr","South Korea","829K22"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","MIZ53Y"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","clear","3008",,"{""is_repeat_play"":true,""last_level"":21}","jp","Japan","G9NPZ8"
"stage (App)","fail","2009",,"{""last_level"":6}","kr","South Korea","MIZ53Y"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","ETKUM4"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","829K22"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","ZM4NH5"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","MIZ53Y"
"stage (App)","fail","3013",,"{""last_level"":15}","kr","South Korea","YUYD6L"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","UTV96C"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","MIZ53Y"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","try","2002",,"{""last_level"":0}","kr","South Korea","D66KCQ"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","fail","2009",,"{""last_level"":12}","kr","South Korea","RQ4CWU"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","clear","2001",,"{""last_level"":21}","kr","South Korea","D66KCQ"
"stage (App)","try","2006",,"{""last_level"":0}","kr","South Korea","LATT6Y"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","UTV96C"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","clear","2005",,"{""last_level"":21}","kr","South Korea","LATT6Y"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","GAVO71"
"stage (App)","fail","2009",,"{""last_level"":18}","kr","South Korea","829K22"
"stage (App)","fail","2007",,"{""last_level"":12}","kr","South Korea","GAVO71"
"stage (App)","try","3008",,"{""is_repeat_play"":true,""last_level"":0}","jp","Japan","G9NPZ8"
"stage (App)","clear","3003",,"{""is_repeat_play"":true,""last_level"":21}","jp","Japan","FGELV0"
"stage (App)","fail","3009",,"{""last_level"":10}","jp","Japan","G9NPZ8"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2005}","kr","South Korea","LATT6Y"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","MIZ53Y"
"stage (App)","fail","3013",,"{""last_level"":10}","kr","South Korea","YUYD6L"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","MIZ53Y"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","829K22"
"stage (App)","fail","2009",,"{""last_level"":12}","kr","South Korea","RQ4CWU"
"stage (App)","clear","6002",,"{""last_level"":21}","kr","South Korea","UTV96C"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","fail","3013",,"{""last_level"":9}","kr","South Korea","YUYD6L"
"stage (App)","fail","3013",,"{""last_level"":9}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","3009",,"{""last_level"":0}","jp","Japan","G9NPZ8"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","MIZ53Y"
"stage (App)","fail","2010",,"{""last_level"":10}","jp","Japan","G9NPZ8"
"stage (App)","try","2001",,"{""last_level"":0}","kr","South Korea","D66KCQ"
"stage (App)","clear","2004",,"{""last_level"":21}","kr","South Korea","U5HOZK"
"stage (App)","fail","2009",,"{""last_level"":8}","kr","South Korea","MIZ53Y"
"stage (App)","try","3003",,"{""is_repeat_play"":true,""last_level"":0}","jp","Japan","FGELV0"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","fail","2010",,"{""last_level"":17}","jp","Japan","HPUPNX"
"stage (App)","fail","2007",,"{""last_level"":11}","kr","South Korea","VBGC90"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","LATT6Y"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","MIZ53Y"
"stage (App)","clear","3007",,"{""last_level"":21}","kr","South Korea","829K22"
"stage (App)","fail","2013",,"{""last_level"":10}","jp","Japan","DV9LV0"
"stage (App)","clear","3003",,"{""last_level"":21}","jp","Japan","FGELV0"
"stage (App)","fail","3013",,"{""last_level"":7}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3007}","kr","South Korea","829K22"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","try","2012",,"{""last_level"":0}","kr","South Korea","S3KW5M"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","G9NPZ8"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","RQ4CWU"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","RQ4CWU"
"stage (App)","clear","6001",,"{""last_level"":21}","kr","South Korea","MIZ53Y"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2013}","jp","Japan","DV9LV0"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","fail","2010",,"{""last_level"":8}","jp","Japan","G9NPZ8"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","fail","2009",,"{""last_level"":9}","jp","Japan","N6SJQV"
"stage (App)","fail","3013",,"{""last_level"":17}","kr","South Korea","YUYD6L"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","VBGC90"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","U5HOZK"
"stage (App)","try","6002",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage (App)","fail","2007",,"{""last_level"":10}","kr","South Korea","VBGC90"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","clear","6001",,"{""last_level"":21}","kr","South Korea","UTV96C"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","clear","2002",,"{""last_level"":21}","kr","South Korea","8TSA0M"
"stage (App)","clear","2003",,"{""last_level"":21}","kr","South Korea","U5HOZK"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","clear","2009",,"{""last_level"":21}","kr","South Korea","LMYYLL"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","try","3003",,"{""last_level"":0}","jp","Japan","FGELV0"
"stage (App)","try","2009",,"{""last_level"":0}","jp","Japan","N6SJQV"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","LMYYLL"
"stage (App)","fail","2009",,"{""last_level"":6}","jp","Japan","N6SJQV"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","G9NPZ8"
"stage (App)","clear","2003",,"{""last_level"":21}","jp","Japan","FGELV0"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","HPUPNX"
"stage (App)","fail","2004",,"{""last_level"":13}","jp","Japan","4FMD5S"
"stage (App)","fail","2010",,"{""last_level"":13}","jp","Japan","HPUPNX"
"stage (App)","clear","2008",,"{""is_repeat_play"":true,""last_level"":21}","kr","South Korea","RQ4CWU"
"stage (App)","fail","2010",,"{""last_level"":8}","jp","Japan","G9NPZ8"
"stage (App)","try","2009",,"{""last_level"":0}","jp","Japan","N6SJQV"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","VBGC90"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2013",,"{""last_level"":0}","jp","Japan","DV9LV0"
"stage (App)","fail","2013",,"{""last_level"":8}","jp","Japan","DV9LV0"
"stage (App)","clear","2005",,"{""last_level"":21}","kr","South Korea","BDJZI3"
"stage (App)","fail","3013",,"{""last_level"":11}","kr","South Korea","YUYD6L"
"stage (App)","try","6001",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage (App)","clear","3004",,"{""last_level"":21}","jp","Japan","N6SJQV"
"stage (App)","fail","2009",,"{""last_level"":10}","kr","South Korea","UTV96C"
"stage (App)","fail","2007",,"{""last_level"":11}","kr","South Korea","VBGC90"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","U5HOZK"
"stage (App)","fail","2003",,"{""last_level"":9}","kr","South Korea","U5HOZK"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","G9NPZ8"
"stage (App)","try","2004",,"{""last_level"":0}","jp","Japan","4FMD5S"
"stage (App)","fail","2004",,"{""last_level"":13}","jp","Japan","4FMD5S"
"stage (App)","try","2003",,"{""last_level"":0}","jp","Japan","FGELV0"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2008}","kr","South Korea","RQ4CWU"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","HPUPNX"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2013",,"{""last_level"":0}","jp","Japan","DV9LV0"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","UTV96C"
"stage (App)","fail","2010",,"{""last_level"":9}","jp","Japan","HPUPNX"
"stage (App)","fail","3013",,"{""last_level"":13}","kr","South Korea","YUYD6L"
"stage (App)","clear","2011",,"{""is_repeat_play"":true,""last_level"":21}","jp","Japan","DV9LV0"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","try","6001",,"{""last_level"":0}","kr","South Korea","MIZ53Y"
"stage (App)","clear","2008",,"{""last_level"":21}","kr","South Korea","MIZ53Y"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","U5HOZK"
"stage (App)","try","3007",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","fail","2003",,"{""last_level"":6}","kr","South Korea","U5HOZK"
"stage (App)","try","2004",,"{""last_level"":0}","jp","Japan","4FMD5S"
"stage (App)","fail","2009",,"{""last_level"":5}","kr","South Korea","829K22"
"stage (App)","try","3004",,"{""last_level"":0}","jp","Japan","N6SJQV"
"stage (App)","try","2002",,"{""last_level"":0}","kr","South Korea","8TSA0M"
"stage (App)","fail","2009",,"{""last_level"":12}","jp","Japan","N6SJQV"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","fail","3013",,"{""last_level"":6}","kr","South Korea","YUYD6L"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","VBGC90"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","HPUPNX"
"stage (App)","clear","3001",,"{""last_level"":21}","kr","South Korea","ZM4NH5"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","fail","2010",,"{""last_level"":3}","jp","Japan","HPUPNX"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","jp","Japan","N6SJQV"
"stage (App)","fail","2007",,"{""last_level"":16}","kr","South Korea","VBGC90"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","829K22"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","BDJZI3"
"stage (App)","fail","2005",,"{""last_level"":7}","kr","South Korea","BDJZI3"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","0MRZAW"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","U5HOZK"
"stage (App)","try","2008",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","RQ4CWU"
"stage (App)","fail","3013",,"{""last_level"":8}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","HPUPNX"
"stage (App)","fail","2010",,"{""last_level"":4}","jp","Japan","HPUPNX"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","L7MB6B"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","BDJZI3"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","LMYYLL"
"stage (App)","fail","2005",,"{""last_level"":8}","kr","South Korea","BDJZI3"
"stage (App)","fail","2009",,"{""last_level"":11}","kr","South Korea","UTV96C"
"stage (App)","try","2009",,"{""last_level"":0}","jp","Japan","N6SJQV"
"stage (App)","clear","2002",,"{""last_level"":21}","kr","South Korea","U5HOZK"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","try","2010",,"{""last_level"":0}","jp","Japan","HPUPNX"
"stage (App)","fail","2009",,"{""last_level"":9}","kr","South Korea","RQ4CWU"
"stage (App)","fail","3013",,"{""last_level"":9}","kr","South Korea","YUYD6L"
"stage (App)","fail","2010",,"{""last_level"":11}","jp","Japan","HPUPNX"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","UTV96C"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":3013}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":3,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2011",,"{""is_repeat_play"":true,""last_level"":0}","jp","Japan","DV9LV0"
"stage (App)","fail","2012",,"{""is_repeat_play"":true,""last_level"":10}","jp","Japan","DV9LV0"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":2,""revive_type"":""DIA"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","BDJZI3"
"stage (App)","try","3013",,"{""last_level"":0}","kr","South Korea","YUYD6L"
"stage (App)","fail","2005",,"{""last_level"":10}","kr","South Korea","BDJZI3"
"stage (App)","fail","3013",,"{""last_level"":7}","kr","South Korea","YUYD6L"
"stage_revive (App)","StageRevive","StageRevive",,"{""revive_count"":1,""revive_type"":""AD"",""stage_id"":2009}","kr","South Korea","RQ4CWU"
