"Event Category","Event Action","Event Label","Event Value","Custom Event Properties","Country","Client IP Country","User ID"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","9YGPYS"
"stage (App)","clear","3020",,"{""last_level"":20}","kr","South Korea","0P0EGZ"
"stage (App)","try","2004",,"{""last_level"":0}","us","United States","WU1ETV"
"stage (App)","try","2008",,"{""last_level"":0}","kr","South Korea","NIJ2KF"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","HL2NLY"
"stage (App)","clear","2014",,"{""is_repeat_play"":true,""last_level"":20}","jp","Japan","C8LZKG"
"stage (App)","try","2002",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","N7HNIC"
"stage (App)","clear","2002",,"{""last_level"":20}","us","United States","7HOJHV"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","nl","Netherlands","9RSR08"
"stage (App)","try","2003",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","59GLTH"
"stage (App)","clear","3016",,"{""last_level"":20}","jp","Japan","KPP5ZN"
"stage (App)","clear","2010",,"{""last_level"":20}","ca","Canada","KSXZTS"
"stage (App)","fail","2011",,"{""last_level"":5}","id","Indonesia","JZ051J"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","6G2XD1"
"stage (App)","try","2004",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","5J4D4O"
"stage (App)","fail","2011",,"{""exit_type"":""voluntary_exit"",""last_level"":5}","id","Indonesia","JZ051J"
"stage (App)","fail","2008",,"{""last_level"":14}","kr","South Korea","NIJ2KF"
"stage (App)","clear","2012",,"{""last_level"":20}","kr","South Korea","NOOOSF"
"stage (App)","fail","5001",,"{""last_level"":5}","kr","South Korea","ER2PA7"
"stage (App)","clear","2016",,"{""last_level"":20}","my","Malaysia","GYWX2S"
"stage (App)","try","2005",,"{""last_level"":0}","it","Italy","RAABYD"
"stage (App)","clear","3002",,"{""last_level"":20}","tw","Taiwan Province Of China","79O15L"
"stage (App)","clear","2007",,"{""last_level"":20}","us","United Kingdom","B0AIJ0"
"stage (App)","clear","2004",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","N7HNIC"
"stage (App)","clear","2012",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","6QQKJ2"
"stage (App)","try","2002",,"{""is_repeat_play"":true,""last_level"":0}","id","Indonesia","Z1545H"
"stage (App)","clear","2012",,"{""last_level"":20}","us","United States","IUK6WL"
"stage (App)","fail","2009",,"{""last_level"":6}","kr","South Korea","NFK0E6"
"stage (App)","try","2001",,"{""last_level"":1}","ru","Russian Federation","5CXZWB"
"stage (App)","fail","2009",,"{""exit_type"":""voluntary_exit"",""last_level"":6}","kr","South Korea","NFK0E6"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","jp","Japan","ZIO9KJ"
"stage (App)","fail","2012",,"{""last_level"":10}","us","United States","KTJ8SS"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","us","Malaysia","Y5LPIW"
"stage (App)","clear","3001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","885YID"
"stage (App)","fail","2012",,"{""exit_type"":""voluntary_exit"",""last_level"":10}","us","United States","KTJ8SS"
"stage (App)","fail","2008",,"{""last_level"":13}","kr","South Korea","MTQ0PJ"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","BXOXW7"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","758377"
"stage (App)","fail","2010",,"{""last_level"":12}","kr","South Korea","9IUUK5"
"stage (App)","clear","3005",,"{""is_repeat_play"":true,""last_level"":20}","gb","Netherlands","CZTPJR"
"stage (App)","clear","2008",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","F7ONG2"
"stage (App)","fail","2015",,"{""is_repeat_play"":true,""last_level"":10}","kr","South Korea","JGI2FT"
"stage (App)","try","2002",,"{""last_level"":0}","kr","South Korea","IT6UEI"
"stage (App)","clear","3005",,"{""is_repeat_play"":true,""last_level"":20}","us","Malaysia","29Z7J9"
"stage (App)","clear","2013",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","L8HRMZ"
"stage (App)","fail","2009",,"{""is_repeat_play"":true,""last_level"":14}","kr","South Korea","OKGZB5"
"stage (App)","fail","3021",,"{""last_level"":20}","au","Australia","Q68PJI"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","br","Brazil","JA0PMW"
"stage (App)","fail","5001",,"{""last_level"":4}","kr","South Korea","UL1WAA"
"stage (App)","try","2008",,"{""last_level"":0}","hk","Hong Kong","GSLFUY"
"stage (App)","clear","3004",,"{""last_level"":20}","fr","France","ERTIW8"
"stage (App)","try","3003",,"{""last_level"":0}","kr","South Korea","ZAX6WT"
"stage (App)","fail","2005",,"{""last_level"":1}","id","Indonesia","Z1545H"
"stage (App)","fail","2005",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","id","Indonesia","Z1545H"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","ENPA4E"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","gb","United Kingdom","8T5V1Z"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","POI7F6"
"stage (App)","fail","2010",,"{""last_level"":15}","kr","South Korea","DHTKLP"
"stage (App)","fail","2007",,"{""last_level"":16}","kr","South Korea","KUKTDH"
"stage (App)","clear","2013",,"{""is_repeat_play"":true,""last_level"":20}","ru","Russian Federation","ZKL4OC"
"stage (App)","try","2005",,"{""last_level"":0}","id","Indonesia","Z1545H"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","N9NCE5"
"stage (App)","fail","2010",,"{""last_level"":20}","cz","Czech Republic","VD8AJJ"
"stage (App)","clear","2004",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","U3ZZ09"
"stage (App)","try","2003",,"{""last_level"":0}","pl","Netherlands","ZSQ693"
"stage (App)","clear","2010",,"{""last_level"":20}","kr","South Korea","1JEBCM"
"stage (App)","clear","2011",,"{""last_level"":20}","us","United States","1U8OF3"
"stage (App)","try","2010",,"{""last_level"":0}","hk","Hong Kong","URAOCS"
"stage (App)","try","2011",,"{""last_level"":0}","kr","South Korea","2AJ6SN"
"stage (App)","try","2010",,"{""last_level"":0}","by","Poland","NCETX2"
"stage (App)","try","2008",,"{""last_level"":0}","ua","Ukraine","32WQMY"
"stage (App)","fail","2019",,"{""last_level"":8}","kr","South Korea","VGIS50"
"stage (App)","fail","2009",,"{""last_level"":16}","gb","United Kingdom","WMQVVR"
"stage (App)","try","3001",,"{""is_repeat_play"":true,""last_level"":0}","tw","Taiwan Province Of China","7P1MUR"
"stage (App)","fail","2010",,"{""last_level"":16}","kr","South Korea","7WGUQT"
"stage (App)","try","3002",,"{""last_level"":0}","kr","South Korea","LFI04I"
"stage (App)","clear","2004",,"{""last_level"":20}","us","Chile","TF7QQK"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","EOJDWY"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","us","Malaysia","Y5LPIW"
"stage (App)","clear","3009",,"{""last_level"":20}","kr","South Korea","74URX7"
"stage (App)","try","2007",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","YWQKOY"
"stage (App)","try","2005",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","VYZ9HG"
"stage (App)","fail","2010",,"{""is_repeat_play"":true,""last_level"":12}","kr","South Korea","C2H9GM"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","pl","Netherlands","ZSQ693"
"stage (App)","fail","2008",,"{""last_level"":18}","ua","Ukraine","32WQMY"
"stage (App)","clear","2011",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","1DBYYW"
"stage (App)","clear","5001",,"{""last_level"":20}","kr","South Korea","QV1U5K"
"stage (App)","clear","2010",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","4HEDN8"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","N7LOTB"
"stage (App)","try","2009",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","SMHAVK"
"stage (App)","fail","2018",,"{""last_level"":9}","kr","South Korea","MBWOJ2"
"stage (App)","fail","5001",,"{""last_level"":4}","kr","South Korea","5J4D4O"
"stage (App)","fail","5001",,"{""last_level"":12}","kr","South Korea","FQS4T5"
"stage (App)","fail","5002",,"{""last_level"":3}","gb","Philippines","Y4TLPH"
"stage (App)","try","2005",,"{""last_level"":0}","ru","Russian Federation","MMM900"
"stage (App)","try","2006",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","2ASZKS"
"stage (App)","try","2001",,"{""last_level"":1}","br","Brazil","87GKJK"
"stage (App)","fail","5001",,"{""last_level"":4}","kr","South Korea","IX6ZYU"
"stage (App)","fail","5001",,"{""last_level"":2}","hk","Hong Kong","GSLFUY"
"stage (App)","try","2010",,"{""is_repeat_play"":true,""last_level"":0}","ru","Ukraine","A5CFQK"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","7NPJG6"
"stage (App)","fail","5001",,"{""exit_type"":""voluntary_exit"",""last_level"":2}","hk","Hong Kong","GSLFUY"
"stage (App)","clear","3005",,"{""last_level"":20}","kr","South Korea","YWB4FD"
"stage (App)","clear","3007",,"{""last_level"":20}","by","Poland","NCETX2"
"stage (App)","try","2008",,"{""last_level"":0}","kr","South Korea","MR8MYU"
"stage (App)","fail","2007",,"{""last_level"":11}","kr","South Korea","1G26NL"
"stage (App)","clear","2012",,"{""last_level"":20}","us","Malaysia","AJP6YB"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","2AJ6SN"
"stage (App)","clear","2002",,"{""last_level"":20}","us","Argentina","TCRINV"
"stage (App)","try","2008",,"{""last_level"":0}","us","Poland","NQFUEV"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","ZAX6WT"
"stage (App)","clear","2002",,"{""last_level"":20}","us","United States","GKQKLP"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","26GCO5"
"stage (App)","try","2012",,"{""last_level"":0}","kr","South Korea","RLRKWW"
"stage (App)","clear","2015",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","2O8OHO"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","ru","Russian Federation","MMM900"
"stage (App)","try","2005",,"{""last_level"":0}","fr","France","3G43VW"
"stage (App)","try","2010",,"{""last_level"":0}","kr","South Korea","9DBZF4"
"stage (App)","try","2012",,"{""last_level"":0}","kr","South Korea","5V8IBM"
"stage (App)","clear","3010",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","MNS08C"
"stage (App)","fail","2009",,"{""last_level"":8}","kr","South Korea","NFK0E6"
"stage (App)","clear","2005",,"{""last_level"":20}","us","Philippines","2Q2FOW"
"stage (App)","fail","2009",,"{""exit_type"":""voluntary_exit"",""last_level"":8}","kr","South Korea","NFK0E6"
"stage (App)","clear","3002",,"{""last_level"":20}","tw","Taiwan Province Of China","7P1MUR"
"stage (App)","clear","3005",,"{""last_level"":20}","kr","South Korea","GGOOX3"
"stage (App)","try","3006",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","361N8Y"
"stage (App)","fail","2017",,"{""last_level"":14}","us","Singapore","ME8SIT"
"stage (App)","fail","2005",,"{""last_level"":15}","th","Thailand","ZCI4AE"
"stage (App)","try","2006",,"{""is_repeat_play"":true,""last_level"":0}","nz","New Zealand","H7A3K8"
"stage (App)","clear","3018",,"{""last_level"":20}","kr","South Korea","Y99GU7"
"stage (App)","clear","2007",,"{""last_level"":20}","us","Jordan","WINHOS"
"stage (App)","fail","2005",,"{""last_level"":8}","id","Indonesia","Z1545H"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","2ASZKS"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","tw","Taiwan Province Of China","AL318V"
"stage (App)","fail","5001",,"{""last_level"":7}","kr","South Korea","2V5Y2H"
"stage (App)","fail","2005",,"{""exit_type"":""voluntary_exit"",""last_level"":8}","id","Indonesia","Z1545H"
"stage (App)","fail","2003",,"{""last_level"":1}","be","Dominican Republic","ZQ0QZ5"
"stage (App)","clear","2007",,"{""last_level"":20}","us","Poland","NQFUEV"
"stage (App)","fail","2003",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","be","Dominican Republic","ZQ0QZ5"
"stage (App)","clear","2009",,"{""last_level"":20}","kr","South Korea","X3UNOZ"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","YB6H8B"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","us","Argentina","CZWHY3"
"stage (App)","try","2004",,"{""last_level"":0}","us","United States","S20PT7"
"stage (App)","try","2003",,"{""last_level"":0}","be","Dominican Republic","ZQ0QZ5"
"stage (App)","try","2001",,"{""last_level"":0}","us","Argentina","005JRL"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","UM918W"
"stage (App)","fail","2012",,"{""last_level"":12}","kr","South Korea","5V8IBM"
"stage (App)","fail","2007",,"{""last_level"":12}","nz","New Zealand","H7A3K8"
"stage (App)","try","2003",,"{""is_repeat_play"":true,""last_level"":0}","gb","Malaysia","KE2LFK"
"stage (App)","try","2016",,"{""last_level"":0}","kr","South Korea","JFOKML"
"stage (App)","clear","2001",,"{""last_level"":20}","gb","United Arab Emirates","50X9ND"
"stage (App)","fail","2015",,"{""is_repeat_play"":true,""last_level"":13}","kr","South Korea","JGI2FT"
"stage (App)","clear","2010",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","3AHV1T"
"stage (App)","clear","3009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","KULRIK"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","24OT82"
"stage (App)","try","2005",,"{""last_level"":0}","at","Austria","6LEWJ5"
"stage (App)","try","2004",,"{""last_level"":0}","pl","Poland","Z4DJ65"
"stage (App)","clear","5001",,"{""last_level"":20}","kr","South Korea","5SKDNS"
"stage (App)","clear","2004",,"{""last_level"":20}","gb","Indonesia","XW151R"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","XP8KB2"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","FYDMK7"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","9DBZF4"
"stage (App)","clear","2002",,"{""last_level"":20}","be","Dominican Republic","ZQ0QZ5"
"stage (App)","clear","3001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","RO9X3R"
"stage (App)","clear","2009",,"{""last_level"":20}","us","Mexico","OIX76K"
"stage (App)","clear","2006",,"{""last_level"":20}","jp","Japan","9BRE2Y"
"stage (App)","try","2003",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","1IV59G"
"stage (App)","clear","2010",,"{""last_level"":20}","kr","South Korea","3OY986"
"stage (App)","try","3002",,"{""last_level"":0}","kr","South Korea","X86FAS"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","SY11YP"
"stage (App)","clear","2014",,"{""last_level"":20}","cn","South Korea","NTFMKZ"
"stage (App)","fail","2005",,"{""last_level"":19}","us","Philippines","4J7VRM"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","us","Canada","2ALZM3"
"stage (App)","clear","3008",,"{""last_level"":20}","de","Germany","CM7PFH"
"stage (App)","try","2003",,"{""last_level"":0}","de","Germany","MLNQUR"
"stage (App)","clear","2003",,"{""last_level"":20}","kr","South Korea","EOJDWY"
"stage (App)","fail","2008",,"{""last_level"":18}","kr","South Korea","QI4YQP"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","DQMN76"
"stage (App)","try","5001",,"{""last_level"":0}","hk","Hong Kong","GSLFUY"
"stage (App)","fail","2008",,"{""exit_type"":""voluntary_exit"",""last_level"":18}","kr","South Korea","QI4YQP"
"stage (App)","try","2009",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","OKGZB5"
"stage (App)","clear","2001",,"{""last_level"":20}","kr","South Korea","4QCXVG"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","us","Peru","QO94UC"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","6N688K"
"stage (App)","clear","2008",,"{""last_level"":20}","gb","United Kingdom","QDINKT"
"stage (App)","try","2001",,"{""last_level"":0}","kr","South Korea","HY65FC"
"stage (App)","clear","2013",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","SEV5LT"
"stage (App)","try","2001",,"{""last_level"":0}","fr","France","Z4ETDS"
"stage (App)","try","2007",,"{""is_repeat_play"":true,""last_level"":0}","it","Italy","X166SA"
"stage (App)","clear","2004",,"{""last_level"":20}","fr","France","3G43VW"
"stage (App)","try","2001",,"{""last_level"":0}","kr","South Korea","M8SNMG"
"stage (App)","clear","2002",,"{""last_level"":20}","de","Germany","MLNQUR"
"stage (App)","clear","2007",,"{""last_level"":20}","hk","Hong Kong","GSLFUY"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","07LECC"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","gb","Singapore","EOTXPA"
"stage (App)","clear","3002",,"{""last_level"":20}","jp","Japan","X1ZWL6"
"stage (App)","clear","2008",,"{""last_level"":20}","kr","South Korea","XLBCT8"
"stage (App)","try","3001",,"{""last_level"":0}","kr","South Korea","ETD8OK"
"stage (App)","fail","2009",,"{""last_level"":14}","kr","South Korea","MB33D0"
"stage (App)","clear","3002",,"{""last_level"":20}","it","Italy","RAABYD"
"stage (App)","fail","2007",,"{""is_repeat_play"":true,""last_level"":14}","it","Italy","X166SA"
"stage (App)","try","2003",,"{""last_level"":0}","br","Brazil","SQNRA8"
"stage (App)","clear","3008",,"{""last_level"":20}","kr","South Korea","RLRKWW"
"stage (App)","fail","2002",,"{""last_level"":10}","vn","Viet Nam","MT45FM"
"stage (App)","clear","3007",,"{""last_level"":20}","us","Chile","B2566B"
"stage (App)","try","3011",,"{""last_level"":0}","us","United States","8XZXS1"
"stage (App)","fail","2010",,"{""last_level"":14}","kr","South Korea","9IUUK5"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":10}","vn","Viet Nam","MT45FM"
"stage (App)","clear","2004",,"{""last_level"":20}","us","Argentina","CZWHY3"
"stage (App)","clear","2012",,"{""last_level"":20}","kr","South Korea","78GKHW"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","YWQKOY"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","OKGZB5"
"stage (App)","try","2008",,"{""last_level"":0}","kr","South Korea","NIJ2KF"
"stage (App)","clear","2002",,"{""last_level"":20}","br","Brazil","SQNRA8"
"stage (App)","clear","2007",,"{""last_level"":20}","kr","South Korea","8LPYH4"
"stage (App)","try","5001",,"{""last_level"":0}","kr","South Korea","UL1WAA"
"stage (App)","clear","3011",,"{""last_level"":20}","kr","South Korea","YH3ADV"
"stage (App)","clear","3006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","361N8Y"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","1IV59G"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","9ZNY9W"
"stage (App)","fail","2016",,"{""last_level"":12}","kr","South Korea","JFOKML"
"stage (App)","clear","3011",,"{""last_level"":20}","gb","Serbia","5UR4O4"
"stage (App)","clear","2004",,"{""last_level"":20}","at","Austria","6LEWJ5"
"stage (App)","fail","5001",,"{""last_level"":3}","kr","South Korea","API64P"
"stage (App)","fail","2005",,"{""last_level"":16}","us","United States","3F037R"
"stage (App)","fail","5001",,"{""last_level"":7}","kr","South Korea","UL1WAA"
"stage (App)","clear","3008",,"{""last_level"":20}","id","Indonesia","O5YN3G"
"stage (App)","try","3007",,"{""last_level"":0}","kr","South Korea","6HI1XP"
"stage (App)","clear","2010",,"{""last_level"":20}","jp","Japan","GQYFTB"
"stage (App)","clear","2012",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","6QQKJ2"
"stage (App)","clear","2005",,"{""last_level"":20}","ru","Russian Federation","1H9IMX"
"stage (App)","clear","3010",,"{""last_level"":20}","kr","South Korea","SX7U7M"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","CF9CQ1"
"stage (App)","fail","2005",,"{""last_level"":13}","us","India","1BBZDP"
"stage (App)","try","2006",,"{""last_level"":0}","kr","South Korea","BBB20F"
"stage (App)","clear","2008",,"{""last_level"":20}","us","Peru","Y2BVVE"
"stage (App)","clear","2003",,"{""last_level"":20}","es","Spain","78ZR6N"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","24OT82"
"stage (App)","clear","3001",,"{""last_level"":20}","tw","Taiwan Province Of China","QOZNMZ"
"stage (App)","try","2004",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","N7HNIC"
"stage (App)","fail","2010",,"{""last_level"":3}","kr","South Korea","DT9Q51"
"stage (App)","clear","2012",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","L8HRMZ"
"stage (App)","fail","2010",,"{""exit_type"":""voluntary_exit"",""last_level"":3}","kr","South Korea","DT9Q51"
"stage (App)","clear","2008",,"{""last_level"":20}","kr","South Korea","PYNEW6"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","NIJ2KF"
"stage (App)","clear","2014",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","KRONZO"
"stage (App)","clear","3017",,"{""is_repeat_play"":true,""last_level"":20}","cz","Czech Republic","ZLFPXN"
"stage (App)","fail","5001",,"{""last_level"":4}","be","Belgium","Q4A91G"
"stage (App)","clear","3005",,"{""last_level"":20}","kr","South Korea","MR8MYU"
"stage (App)","fail","2015",,"{""last_level"":11}","gb","Philippines","Y4TLPH"
"stage (App)","clear","2008",,"{""last_level"":20}","us","United States","6YNEKO"
"stage (App)","fail","5001",,"{""last_level"":4}","kr","South Korea","IX6ZYU"
"stage (App)","clear","2004",,"{""last_level"":20}","id","Indonesia","OS94FE"
"stage (App)","clear","2010",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","UUED4J"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","NLWU8F"
"stage (App)","try","5001",,"{""last_level"":0}","kr","South Korea","5J4D4O"
"stage (App)","clear","3004",,"{""last_level"":20}","us","United States","3NL8F8"
"stage (App)","fail","2003",,"{""last_level"":14}","kr","South Korea","FYDMK7"
"stage (App)","clear","3010",,"{""last_level"":20}","us","United States","8XZXS1"
"stage (App)","clear","2004",,"{""last_level"":20}","id","Indonesia","0HIK7T"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","YJDZKF"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","N7HNIC"
"stage (App)","try","2008",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","F7ONG2"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","id","Indonesia","AD5SH3"
"stage (App)","try","2012",,"{""last_level"":0}","us","United States","IUK6WL"
"stage (App)","clear","2003",,"{""last_level"":20}","pl","Poland","Z4DJ65"
"stage (App)","try","2005",,"{""last_level"":0}","id","Indonesia","Z1545H"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","YEU724"
"stage (App)","fail","2012",,"{""last_level"":13}","us","United States","KTJ8SS"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","BBB20F"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","gb","United Kingdom","VFCKK7"
"stage (App)","try","2005",,"{""last_level"":0}","ru","Poland","NKKKAD"
"stage (App)","try","3007",,"{""last_level"":0}","kr","South Korea","0QRK0A"
"stage (App)","try","2009",,"{""is_repeat_play"":true,""last_level"":0}","tw","Taiwan Province Of China","8VPBAQ"
"stage (App)","clear","3010",,"{""last_level"":20}","us","United States","AVH3J1"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","ETD8OK"
"stage (App)","fail","5001",,"{""last_level"":4}","tw","Taiwan Province Of China","8T5AO4"
"stage (App)","clear","3001",,"{""last_level"":20}","kr","South Korea","7DWU2Y"
"stage (App)","clear","3016",,"{""last_level"":20}","ie","Ireland","UVJK1V"
"stage (App)","try","3021",,"{""last_level"":0}","au","Australia","Q68PJI"
"stage (App)","clear","3010",,"{""last_level"":20}","us","United States","96MLGA"
"stage (App)","fail","2018",,"{""last_level"":6}","kr","South Korea","KMH3AL"
"stage (App)","fail","2015",,"{""is_repeat_play"":true,""last_level"":12}","kr","South Korea","JGI2FT"
"stage (App)","clear","2012",,"{""last_level"":20}","kr","South Korea","YT0C1E"
"stage (App)","clear","2003",,"{""last_level"":20}","kr","South Korea","LN1SYX"
"stage (App)","clear","3001",,"{""last_level"":20}","ua","Poland","QPMUY3"
"stage (App)","fail","2009",,"{""last_level"":14}","kr","South Korea","XQTQ5U"
"stage (App)","fail","3021",,"{""last_level"":13}","au","Australia","Q68PJI"
"stage (App)","clear","3001",,"{""last_level"":20}","br","Brazil","174QNA"
"stage (App)","try","2001",,"{""last_level"":0}","jp","Japan","U2UHIV"
"stage (App)","try","2001",,"{""last_level"":0}","mx","Mexico","2GSXX5"
"stage (App)","clear","3011",,"{""last_level"":20}","kr","South Korea","2TWQ1N"
"stage (App)","clear","2007",,"{""last_level"":20}","jp","Japan","1G4J2B"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","KICKUR"
"stage (App)","clear","2003",,"{""last_level"":20}","th","Thailand","FB119S"
"stage (App)","clear","2003",,"{""last_level"":20}","gb","Malaysia","KE2LFK"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","th","Thailand","536JQD"
"stage (App)","clear","2008",,"{""last_level"":20}","kr","South Korea","6HI1XP"
"stage (App)","try","2005",,"{""is_repeat_play"":true,""last_level"":0}","us","Malaysia","Y5LPIW"
"stage (App)","clear","3006",,"{""last_level"":20}","id","Indonesia","HIMNWL"
"stage (App)","clear","2015",,"{""last_level"":20}","fr","France","RF44ZE"
"stage (App)","fail","2018",,"{""last_level"":6}","jp","Japan","KPP5ZN"
"stage (App)","fail","2005",,"{""last_level"":17}","us","Mexico","MGLA1H"
"stage (App)","clear","3012",,"{""last_level"":20}","kr","South Korea","L9QDR4"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","6G2XD1"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","th","Thailand","EVQX9L"
"stage (App)","try","2007",,"{""last_level"":0}","it","Italy","16K0JW"
"stage (App)","clear","2013",,"{""last_level"":20}","kr","South Korea","9AGBDG"
"stage (App)","fail","2014",,"{""last_level"":14}","kr","South Korea","HBAV46"
"stage (App)","fail","2014",,"{""exit_type"":""voluntary_exit"",""last_level"":14}","kr","South Korea","HBAV46"
"stage (App)","try","2002",,"{""is_repeat_play"":true,""last_level"":0}","pl","Netherlands","ZSQ693"
"stage (App)","fail","2007",,"{""last_level"":11}","kr","South Korea","1G26NL"
